STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
10159500,"PROVO RIVER BELOW DEER CREEK DAM, UT",1490.475,669.34,168.7678257,3.97,1.052,0.499,0.392,0.200
10163000,"PROVO RIVER AT PROVO, UT",1767.912,669.09,201.0853163,3.33,1.074,0.561,0.883,0.226
10164500,"AMERICAN FK AB UPPER POWERPLANT NR AMERICAN FK, UT",132.3423,2.54,15.13369933,0.17,0.680,0.423,0.007,0.000
10166430,"WEST CANYON CREEK NEAR CEDAR FORT, UT",70.173,0.00,8.083655925,0.00,0.437,1.057,0.073,0.000
10167000,"JORDAN RIVER AT NARROWS NEAR LEHI, UTAH",7749.583,2409.27,1223.001216,1.97,1.221,0.551,1.991,0.702
10168000,LITTLE COTTONWOOD CREEK @ JORDAN RIVER NR SLC,116.9108,0.89,38.30580024,0.02,3.515,1.361,12.752,0.183
10168500,BIG COTTONWOOD CR NR SALT LAKE CITY UTAH,129.4362,1.88,42.96242467,0.04,0.869,0.946,0.076,0.000
10171000,"JORDAN RIVER @ 1700 SOUTH @ SALT LAKE CITY, UT",9095.535,2457.50,1668.245728,1.47,1.593,0.732,4.055,1.037
10172200,"RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT",18.68708,0.00,6.22279764,0.00,0.263,0.234,0.004,0.000
10172700,"VERNON CREEK NEAR VERNON, UT",69.92911,0.00,2.967218709,0.00,0.685,0.654,0.105,0.000
10172800,"SOUTH WILLOW CREEK NEAR GRANTSVILLE, UT",11.0709,0.00,0.4871196,0.00,1.040,1.037,0.268,0.000
10172860,"WARM CREEK NEAR GANDY, UT",74.5506,0.00,3.577597561,0.00,0.349,0.313,0.095,0.000
10172870,"TROUT CREEK NEAR CALLAO, UT",21.3039,0.00,1.0225872,0.00,0.141,0.499,0.000,0.000
10172875,"GRANITE CREEK NEAR CALLAO, UT",22.4874,0.00,1.0793952,0.00,0.401,0.453,0.030,0.000
10172952,"DUNN CREEK NEAR PARK VALLEY, UT",22.5072,0.00,1.061330842,0.00,0.078,0.110,0.021,0.000
10173450,"MAMMOTH CREEK ABV WEST HATCH DITCH, NEAR HATCH, UT",268.5276,0.06,10.43647286,0.01,1.009,0.550,0.244,0.000
10174500,"SEVIER RIVER AT HATCH, UT",872.7498,5.96,33.92443929,0.18,1.200,0.442,0.387,0.000
10180000,"SEVIER RIVER NEAR CIRCLEVILLE, UT",2526.431,35.21,97.98257347,0.36,0.958,0.387,0.513,0.000
10183500,"SEVIER RIVER NEAR KINGSTON, UT",2889.713,35.21,112.0849453,0.31,0.903,0.364,0.494,0.000
10183900,"EAST FORK SEVIER RIVER NEAR RUBYS INN, UT",185.1894,0.00,4.187169372,0.00,1.333,0.277,0.090,0.000
10189000,"EAST FORK SEVIER RIVER NEAR KINGSTON, UT",3118.963,107.92,72.16191864,1.50,0.759,0.335,0.227,0.000
10191500,"SEVIER RIVER BELOW PIUTE DAM, NEAR MARYSVALE, UT",6286.177,311.87,194.1368215,1.61,0.819,0.351,0.367,0.000
10194000,"SEVIER RIVER ABOVE CLEAR CREEK, NEAR SEVIER, UT",6981.251,313.93,240.7480219,1.30,0.813,0.357,0.362,0.000
10194200,"CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT",425.8269,1.90,28.60189864,0.07,0.456,0.307,0.144,0.000
10205000,"SEVIER RIVER NEAR SIGURD, UT",8375.141,327.05,334.6567316,0.98,0.844,0.382,0.443,0.004
10205030,"SALINA CREEK NEAR EMERY, UT",134.5977,0.78,9.141751954,0.08,0.647,0.211,0.043,0.000
10206000,"SALINA CREEK AT SALINA, UT",778.9742,1.74,52.89297136,0.03,0.854,0.599,0.199,0.000
10206001,"SEVIER RIVER BELOW SALINA CREEK NEAR SALINA, UT",9976.312,332.53,442.6911632,0.75,0.845,0.399,0.418,0.006
10208500,"OAK CREEK NR. FAIRVIEW, UTAH",30.8601,0.00,1.919293309,0.00,0.543,0.000,0.035,0.000
10210000,"PLEASANT CREEK NEAR MOUNT PLEASANT, UTAH",42.9084,0.00,2.652189658,0.00,0.857,0.146,0.042,0.000
10215700,"OAK CREEK NEAR SPRING CITY, UT",21.6873,0.00,1.36243891,0.00,0.776,0.273,0.047,0.000
10215900,"MANTI CREEK BELOW DUGWAY CREEK, NEAR MANTI, UT",68.55569,0.15,4.244941588,0.04,0.963,0.497,0.047,0.000
10216400,"TWELVEMILE CREEK NEAR MAYFIELD, UTAH",156.8457,0.79,9.840083577,0.08,0.767,0.369,0.052,0.000
10217000,"SEVIER RIVER BLW SAN PITCH RIVER, NR GUNNISON, UT",12851.65,387.86,627.4000748,0.62,0.938,0.425,0.409,0.006
10219000,"SEVIER RIVER NEAR JUAB, UT",13101.59,835.44,643.773876,1.30,0.937,0.424,0.408,0.005
10219200,"CHICKEN CREEK NEAR LEVAN, UT",72.36449,0.00,2.185536407,0.00,0.905,0.247,0.102,0.000
10224000,"SEVIER RIVER NEAR LYNNDYL, UT",14417.1,835.44,698.3774436,1.20,0.933,0.426,0.420,0.005
10224100,"OAK CREEK ABOVE LITTLE CREEK, NEAR OAK CITY, UT",14.5872,0.00,0.4230288,0.00,0.391,0.732,0.050,0.000
10232500,CHALK CREEK NEAR FILLMORE UTAH,149.4234,0.00,4.484353129,0.00,0.406,0.125,0.043,0.000
10234500,"BEAVER RIVER NEAR BEAVER, UT",236.4192,6.89,7.205506359,0.96,0.769,0.283,0.073,0.000
10237000,"BEAVER RIVER AT ADAMSVILLE, UT",780.3153,8.13,23.57228739,0.34,0.895,0.429,0.609,0.021
10239000,"BEAVER RIVER AT ROCKY FORD DAM, NR MINERSVILLE, UT",1384.665,56.56,41.72692131,1.36,0.875,0.411,0.531,0.012
10241400,"LITTLE CREEK NEAR PARAGONAH, UTAH",41.3613,0.00,1.250024931,0.00,0.693,0.364,0.211,0.000
10241470,"CENTER CREEK ABV PAROWAN CREEK, NEAR PAROWAN, UTAH",34.1991,0.00,1.028606673,0.00,0.549,0.555,0.020,0.000
10241600,"SUMMIT CREEK NEAR SUMMIT, UTAH",62.6931,0.00,1.880793,0.00,0.636,0.360,0.037,0.000
10242000,"COAL CREEK NEAR CEDAR CITY, UT",208.6857,0.00,6.302579431,0.00,0.758,0.323,0.083,0.000
10243260,"LEHMAN CK NR BAKER, NV",28.3527,0.00,1.356851348,0.00,0.656,0.101,0.335,0.000
10243700,"CLEVE C NR ELY, NV",83.4552,0.00,3.5051184,0.00,0.325,0.324,0.054,0.000
10244950,"STEPTOE C NR ELY, NV",28.1961,0.00,1.1842362,0.00,0.444,0.255,0.087,0.000
10245445,"ILLIPAH CK NR HAMILTON, NV",79.25671,0.00,1.648064028,0.00,0.237,0.194,0.020,0.000
10245800,"NEWARK VALLEY TR NR HAMILTON, NV",378.4527,0.00,7.681965363,0.00,0.906,0.489,0.190,0.000
10245900,"PINE CREEK NR BELMONT, NV",31.4424,0.00,0.64074832,0.00,0.000,0.000,0.000,0.000
10245910,"MOSQUITO CREEK NR BELMONT,NV",38.8161,0.00,0.810135093,0.00,0.402,0.077,0.002,0.000
10246846,"L CURRANT C NR CURRANT, NV",33.9714,0.00,1.26832154,0.00,0.359,0.644,0.033,0.000
10249280,"KINGSTON C BL COUGAR CANYON NR AUSTIN, NV",60.4323,0.36,2.471018128,0.14,0.367,0.239,0.048,0.000
10249300,"S TWIN R NR ROUND MOUNTAIN, NV",50.1957,0.00,2.078327861,0.00,0.001,0.000,0.000,0.000
10249900,"Chiatovich C nr Dyer, NV",94.9608,0.00,4.142610772,0.00,0.120,0.049,0.032,0.000
10250800,DARWIN C NR DARWIN CA,452.5812,0.00,31.12320806,0.00,0.591,0.380,0.226,0.000
10251300,"AMARGOSA RIVER AT TECOPA, CA",7995.516,26.65,248.5843503,0.11,0.448,0.292,0.406,0.000
10255700,SAN FELIPE C NR JULIAN CA,255.3399,0.00,2.17011517,0.00,1.048,0.477,0.356,0.000
10255800,COYOTE C NR BORREGO SPRINGS CA,391.3506,0.00,3.286331442,0.00,0.643,0.313,0.096,0.000
10255810,BORREGO PALM C NR BORREGO SPRINGS CA,56.4768,0.00,0.485571035,0.00,0.200,0.078,0.033,0.000
10255850,VALLECITO C NR JULIAN CA,102.7422,0.00,0.893204727,0.00,0.686,0.418,0.221,0.000
10256000,"Whitewater River near Whitewater, California",139.5184,0.00,1.130537128,0.00,0.176,0.072,0.088,0.000
10256500,SNOW C NR WHITE WATER CA,27.9792,0.00,0.225482386,0.00,0.114,0.000,0.083,0.000
10257500,FALLS C NR WHITE WATER CA,10.9989,0.00,0.0879912,0.00,0.000,0.000,0.012,0.000
10257548,WHITEWATER R A WINDY POINT MAIN CHANNEL CA,682.4322,0.00,5.544494112,0.00,1.195,0.564,1.574,0.394
10257550,WHITEWATER R A WINDY PT NR WHITEWATER CA,682.4295,0.00,5.544472175,0.00,1.195,0.564,1.574,0.394
10257600,MISSION C NR DESERT HOT SPRINGS CA,92.9295,0.00,0.772893908,0.00,0.225,0.190,0.068,0.000
10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,12.4461,0.00,0.0995688,0.00,0.133,0.306,0.125,0.000
10258000,TAHQUITZ C NR PALM SPRINGS CA,43.6914,0.00,0.352019513,0.00,0.000,0.000,0.004,0.000
10258500,PALM CYN C NR PALM SPRINGS CA,241.5123,0.00,1.941042325,0.00,0.513,0.181,0.277,0.000
10259000,ANDREAS C NR PALM SPRINGS CA,22.4568,0.00,0.1796544,0.00,0.000,0.000,0.000,0.000
10259100,WHITEWATER R A RANCHO MIRAGE CA,1349.535,0.89,10.89485409,0.08,1.486,0.479,3.824,0.423
10259200,DEEP C NR PALM DESERT CA,79.1235,0.00,0.632988,0.00,0.575,0.062,0.650,0.000
10260470,LITTLE BEAR C AB LK ARROWHEAD A LAKE ARROWHEAD CA,4.1715,0.00,0.335030685,0.00,7.013,2.907,5.409,0.000
10260480,WILLOW C BL LK ARROWHEAD A LAKE ARROWHEAD CA,17.4996,59.18,1.454593701,40.69,9.961,2.260,5.158,0.000
10260500,DEEP C NR HESPERIA CA,349.2297,61.92,28.34116357,2.18,1.934,0.518,2.327,0.000
10260865,GRASS VALLEY C BL GRASS VLY LK NR LK ARROWHEAD CA,6.7167,0.30,0.558708405,0.54,10.493,1.996,7.277,0.000
10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,175.0671,95.36,14.40231514,6.62,2.744,0.743,0.938,0.000
10261000,WF MOJAVE R NR HESPERIA CA,187.335,95.36,15.43281653,6.18,2.604,0.708,0.882,0.000
10261100,MOJAVE R BL FORKS RES NR HESPERIA CA,496.8108,378.49,40.50459204,9.34,2.226,0.591,1.934,0.000
10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,1355.905,378.49,111.792713,3.39,3.562,1.038,4.802,0.212
10263500,BIG ROCK C NR VALYERMO CA,59.4639,0.00,4.846808536,0.00,0.670,0.282,0.456,0.000
10264000,LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA,127.5021,0.00,10.02180021,0.00,0.343,0.254,0.146,0.000
10264600,OAK C NR MOJAVE CA,41.2479,0.00,3.16081214,0.00,1.150,0.550,0.228,0.000
10264750,PINE TREE C NR MOJAVE CA,88.5051,0.00,6.813892592,0.00,0.317,0.256,0.101,0.000
10265150,HOT C A FLUME NR MAMMOTH LAKES CA,186.1785,0.00,28.70153821,0.00,2.362,0.654,2.775,0.000
10270800,SF BISHOP C BL S LK NR BISHOP CA,35.1585,15.88,5.595760059,2.84,0.344,0.431,0.000,0.000
10270830,SF BISHOP C BL SF DIV DAM NR BISHOP CA,73.161,15.88,11.46102182,1.39,0.351,0.490,0.090,0.000
10270872,MF BISHOP C BL LK SABRINA NR BISHOP CA,43.7742,10.33,6.835608353,1.51,0.013,0.041,0.000,0.000
10271210,BISHOP C BL PP NO 6 NR BISHOP CA (ACTUAL) CA,270.2772,26.35,41.92531818,0.63,0.598,0.401,0.179,0.000
10276000,BIG PINE C NR BIG PINE CA,101.043,1.32,15.56664416,0.08,0.388,0.347,0.099,0.000
10277500,OWENS R NR BIG PINE CA,5385.181,279.14,917.5055981,0.30,0.933,0.386,0.404,0.002
10281800,INDEPENDENCE C BL PINYON C NR INDEPENDENCE CA,31.383,0.00,4.786707767,0.00,0.465,0.203,0.443,0.000
10286000,COTTONWOOD C NR OLANCHA CA,103.9095,0.00,14.00848651,0.00,0.251,0.165,0.019,0.000
10286001,COTTONWOOD C NR OLANCHA CA.+ PH CA,103.9095,0.00,14.00876706,0.00,0.251,0.165,0.019,0.000
10287069,MILL C BL LUNDY LK NR LEE VINING CA,48.5379,5.07,13.50202062,0.38,0.194,0.131,0.041,0.000
10287070,MILL C BL LUNDY LK NR MONO LK(ACTUAL) CA,48.6117,5.07,13.52186936,0.38,0.196,0.131,0.042,0.000
10287289,RUSH C AT FLUME BL AGNEW LAKE NR JUNE LAKE CA,60.6258,28.75,16.92100028,1.70,0.000,0.000,0.000,0.000
10287290,RUSH C BL AGNEW LK NR JUNE LAKE CA (ACTUAL) CA,60.5988,28.75,16.91345837,1.70,0.000,0.000,0.000,0.000
10287300,RUSH C PP TAILRACE NR JUNE LAKE CA,63.9432,28.75,17.83660395,1.61,0.017,0.062,0.011,0.000
10287400,RUSH C AB GRANT LK NR JUNE LK CA,132.8535,28.75,36.73953274,0.78,0.480,0.295,0.252,0.000
10287655,LEE VINING C BL SADDLEBAG LK NR LEE VINING CA,12.1455,22.32,3.374353901,6.61,0.557,0.000,0.000,0.000
10287720,GLACIER C BL TIOGA LK NR LEE VINING CA,10.4589,1.55,3.012928791,0.51,0.355,0.000,0.141,0.000
10287770,LEE VINING C BL RHINEDOLLAR DAM NR LEE VINING CA,46.2276,24.79,13.04874324,1.90,0.424,0.220,0.087,0.000
10287900,LEE VINING C NR LEE VINING CA,85.8906,24.79,23.99572932,1.03,0.367,0.203,0.217,0.000
10289000,"Virginia C nr Bridgeport, CA",173.8521,0.00,45.04693933,0.00,0.826,0.326,0.116,0.000
10289500,"Green Creek near Bridgeport, CA",50.7591,0.00,13.35520142,0.00,0.311,0.150,0.021,0.000
10290500,"Robinson C at Twin Lks Outlet nr Bridgeport, CA",101.5452,7.50,26.42020276,0.28,0.210,0.124,0.064,0.000
10291500,"Buckeye C nr Bridgeport, CA",113.6448,0.00,28.91939682,0.00,0.087,0.102,0.010,0.000
10292000,"Swauger C nr Bridgeport, CA",137.2311,0.00,34.76457616,0.00,0.371,0.633,0.181,0.000
10293000,"E WALKER R NR BRIDGEPORT, CA",933.3531,61.87,240.4291452,0.26,0.472,0.255,0.153,0.000
10293048,"SWEETWATER CK AT HWY 338 ABV MTH NR BRIDGEPORT, CA",118.0755,0.00,29.64015035,0.00,0.748,0.291,0.126,0.000
10293500,"E WALKER R AB STROSNIDER D NR MASON, NV",2838.507,62.63,725.9816596,0.09,0.494,0.271,0.128,0.000
10295500,"L WALKER R NR BRIDGEPORT, CA",162.8955,0.23,21.17916793,0.01,0.463,0.321,0.180,0.000
10296000,"W WALKER R BLW L WALKER R NR COLEVILLE, CA",467.4168,1.71,64.00441074,0.03,0.412,0.241,0.226,0.000
10296500,"W WALKER R NR COLEVILLE, CA",632.1213,1.71,85.28605864,0.02,0.428,0.222,0.293,0.000
10297500,"W WALKER R AT HOYE BRIDGE NR WELLINGTON, NV",1204.469,21.44,160.2125645,0.13,0.613,0.271,0.446,0.000
10299100,"DESERT CK NR WELLINGTON, NV",121.086,0.79,15.56967379,0.05,0.390,0.177,0.078,0.000
10300000,"W WALKER R NR HUDSON, NV",2545.355,22.83,335.5516043,0.07,0.709,0.343,0.387,0.000
10301500,"WALKER RV NR WABUSKA, NV",7032.127,89.14,1327.628307,0.07,0.666,0.349,0.338,0.000
10301600,"WALKER RV ABV WEBER RES NR SCHURZ, NV",7257.888,89.23,1356.547895,0.07,0.660,0.348,0.335,0.000
10301745,"WALKER RV ABV LITTLE DAM NR SCHURZ, NV",7486.645,107.60,1385.532428,0.08,0.654,3.053,0.332,0.000
10308200,E F CARSON R BL MARKLEEVILLE C NR MARKLEEVILLECA,716.4228,8.83,215.9653665,0.04,0.303,0.173,0.184,0.000
10308201,TRUCKEE-CARSON EF CARSON R BL MARKLEEVILLE CA,715.8339,8.83,215.862719,0.04,0.303,0.173,0.185,0.000
10308783,LEVIATHAN C AB MINE NR MARKLEEVILLE CA,10.8198,0.00,3.2783994,0.00,1.118,0.483,0.239,0.000
10308789,LEVIATHAN C AB ASPEN C NR MARKLEEVILLE CA,18.8181,0.00,5.7018843,0.00,0.933,0.312,0.207,0.000
103087891,ASPEN C ABV LEVIATHAN MINE NR MARKLEEVILLE CA,1.5048,0.00,0.4559544,0.00,0.489,0.814,0.290,0.000
10308794,BRYANT C BL MOUNTAINEER C NR MARKLEEVILLE CA,55.5948,0.00,16.65905965,0.00,0.717,0.270,0.171,0.000
10308800,"BRYANT C NR GARDNERVILLE, NV",83.2275,0.00,25.03176923,0.00,0.596,0.375,0.118,0.000
10309000,"EAST FORK CARSON RIVER NEAR GARDNERVILLE, NV",925.4421,8.83,278.7019783,0.03,0.392,0.206,0.168,0.000
10309101,TRUCKEE-CARSON EF CARSON R A MINDEN CA,1073.573,78.93,323.8100147,0.24,0.548,0.304,0.346,0.000
10310000,"WEST FORK CARSON RIVER AT WOODFORDS, CA",169.3294,3.33,52.89108793,0.06,0.740,0.439,0.401,0.000
10310400,"DAGGETT CREEK NEAR GENOA, NV",9.9828,0.10,3.095304903,0.03,2.571,1.059,3.424,0.000
10310407,"CARSON RV NR GENOA, NV",1927.112,102.24,583.3975064,0.18,0.849,0.395,0.833,0.097
10310500,"CLEAR CREEK NEAR CARSON CITY, NV",39.4893,0.00,12.17850802,0.00,1.343,0.442,1.477,0.000
10311000,"CARSON RIVER NEAR CARSON CITY, NV",2294.902,105.75,695.5593228,0.15,0.970,0.420,1.136,0.110
10311090,"NORTH FK KINGS CYN CK NR CARSON CITY, NV",4.5558,0.00,1.3804074,0.00,0.000,0.000,0.039,0.000
10311100,"KINGS CANYON CREEK NEAR CARSON CITY, NV",10.6929,0.00,3.2399487,0.00,0.599,0.251,0.324,0.000
10311200,"ASH CANYON CK NR CARSON CITY, NV",13.5099,0.00,4.194641566,0.00,0.610,0.188,0.099,0.000
10311300,"EAGLE VALLEY CREEK AT CARSON CITY, NV",75.2382,0.00,22.90122903,0.00,3.976,0.545,12.675,0.164
10311400,"CARSON RIVER AT DEER RUN ROAD NEAR CARSON CITY, NV",2482.893,105.94,752.5909387,0.14,1.152,0.448,1.901,0.164
10311700,"CARSON RV AT DAYTON, NV",2799.827,111.26,848.6527621,0.13,1.175,0.487,1.854,0.147
10312000,"CARSON RIVER NEAR FORT CHURCHILL, NV",3800.673,111.69,1149.332257,0.10,1.087,0.483,1.631,0.127
10312150,"CARSON RIVER BLW LAHONTAN RESERVOIR NR FALLON, NV",4489.49,505.81,1309.683002,0.39,1.124,0.456,1.514,0.105
10312275,"CARSON RIVER AT TARZYN ROAD NR FALLON, NV",4814.902,508.15,1340.622312,0.38,1.211,0.494,1.652,0.114
10313400,"MARYS RV BLW ORANGE BRG NR CHARLESTON, NV",184.1985,0.00,13.46966267,0.00,0.272,0.198,0.063,0.000
10315500,"MARYS R AB HOT SPRINGS C NR DEETH, NV",1011.985,0.64,75.43136829,0.01,0.608,0.330,0.172,0.000
10315600,"MARYS RV BLW TWIN BUTTES NR DEETH, NV",1232.88,0.64,92.03687146,0.01,0.585,0.307,0.196,0.000
10316500,"LAMOILLE C NR LAMOILLE, NV",64.7784,0.00,4.772944416,0.00,0.289,0.150,0.090,0.000
10317500,"N F HUMBOLDT R AT DEVILS GATE NR HALLECK, NV",2263.437,33.04,113.0505524,0.29,0.678,0.309,0.219,0.000
10318500,"HUMBOLDT R NR ELKO, NV",6962.115,72.24,458.1513068,0.16,0.717,0.345,0.223,0.000
10319500,"HUNTINGTON CK NR LEE, NV",2030.258,0.49,62.65173162,0.01,0.577,0.231,0.083,0.000
10319900,"S FK HUMBOLDT RV ABV TENMILE CK NR ELKO, NV",2323.432,0.49,71.77711098,0.01,0.574,0.302,0.084,0.000
10320000,"S F HUMBOLDT R AB DIXIE C NR ELKO, NV",2880.948,65.51,90.19775713,0.73,0.734,0.304,0.197,0.000
10320500,"S FK HUMBOLDT RV NR ELKO, NV",3354.789,65.51,105.0583375,0.62,0.735,0.307,0.185,0.000
10321000,"HUMBOLDT R NR CARLIN, NV",10390.54,144.27,594.0501349,0.24,0.804,0.362,0.281,0.005
10321590,"SUSIE CK AT CARLIN, NV",476.6175,0.00,35.93371373,0.00,0.457,0.206,0.061,0.000
10321940,"MAGGIE CK ABV MAGGIE CK CYN NR CARLIN, NV",877.7223,0.00,66.27936504,0.00,0.510,0.244,0.086,0.000
10321950,"MAGGIE CK AT MAGGIE CR CYN NR CARLIN, NV",882.6318,0.00,66.65248761,0.00,0.516,0.245,0.088,0.000
10322000,"MAGGIE CK AT CARLIN, NV",994.6809,124.65,75.16095348,1.66,0.536,0.247,0.109,0.000
10322150,"MARYS CK AT CARLIN, NV",116.5977,0.00,8.689478572,0.00,0.378,0.202,0.201,0.000
10322500,"HUMBOLDT R AT PALISADE, NV",12242.02,269.67,733.9583119,0.37,0.764,0.340,0.263,0.004
10323425,"HUMBOLDT RV AT OLD US 40 BRG AT DUNPHY, NV",19159.72,363.15,914.6401991,0.40,0.697,0.319,0.216,0.003
10324500,"ROCK CK NR BATTLE MOUNTAIN, NV",2228.59,14.00,41.1637956,0.34,0.389,0.199,0.069,0.000
10324700,"BOULDER CK NR DUNPHY, NV",198.9279,130.47,3.687452879,35.38,0.512,0.326,0.144,0.000
10325000,"HUMBOLDT RV AT BATTLE MOUNTAIN, NV",28935.96,524.81,1123.425336,0.47,0.658,0.305,0.197,0.002
10325500,"REESE R NR IONE, NV",139.7142,0.00,3.256844185,0.00,0.030,0.000,0.023,0.000
10327500,"HUMBOLDT RV AT COMUS, NV",31195.85,570.16,1164.581635,0.49,0.661,0.306,0.201,0.002
10329000,"L HUMBOLDT R NR PARADISE VALLEY, NV",2571.365,81.38,46.22100586,1.76,0.506,0.221,0.089,0.000
10329500,"MARTIN C NR PARADISE VALLEY, NV",454.5207,0.00,7.759163777,0.00,0.481,0.275,0.033,0.000
10333000,"HUMBOLDT RV NR IMLAY, NV",40172.78,741.45,1321.176276,0.56,0.690,0.314,0.223,0.001
10335000,"HUMBOLDT RV NR RYE PATCH, NV",41270.67,1035.64,1340.177514,0.77,0.690,0.318,0.224,0.001
10336580,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,36.8802,0.00,20.16619662,0.00,0.041,0.070,0.006,0.000
10336600,UP TRUCKEE R NR MEYERS CA,85.52431,0.00,46.41719888,0.00,0.597,0.337,0.625,0.000
103366092,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",100.9242,4.93,55.12952129,0.09,0.620,0.360,0.860,0.000
103366097,ANGORA CK NR MOUTH AT LAKE TAHOE GOLF COURSE,15.1848,0.00,8.1846072,0.00,2.522,0.343,2.698,0.000
10336610,UP TRUCKEE R A SOUTH LAKE TAHOE CA,139.6478,4.93,75.99031394,0.06,1.430,0.410,2.353,0.000
10336626,TAYLOR C NR CAMP RICHARDSON CA,43.3548,0.00,23.81716315,0.00,0.700,0.071,0.172,0.000
10336645,GENERAL C NR MEEKS BAY CA,19.5984,0.00,10.70979262,0.00,0.591,0.350,0.133,0.000
10336660,BLACKWOOD C NR TAHOE CITY CA,29.7963,0.00,16.31647176,0.00,0.732,0.379,0.154,0.000
10336674,WARD C BL CONFLUENCE NR TAHOE CITY CA,12.9024,0.00,6.93676118,0.00,0.442,0.555,0.027,0.000
10336676,WARD C AT HWY 89 NR TAHOE PINES CA,24.7167,0.00,13.22733974,0.00,0.625,0.295,0.341,0.000
10336698,"Third Ck nr Crystal Bay, NV",19.8369,0.33,10.360067,0.03,3.115,1.390,3.612,0.000
103366993,INCLINE CK ABV TYROL VILLAGE NR INCLINE VILLAGE NV,8.7813,0.00,4.531592499,0.00,0.092,0.221,0.195,0.000
10336700,"INCLINE CK NR CRYSTAL BAY, NV",13.2714,0.00,6.989125345,0.00,1.887,2.613,3.015,0.000
10336715,"MARLETTE C NR CARSON CITY, NV",7.5006,15.66,3.903652767,4.01,0.939,0.000,0.099,0.000
10336730,"Glenbrook Ck at Glenbrook, NV",11.2815,0.00,5.826485232,0.00,1.820,0.811,0.873,0.000
10336740,"Logan House Ck nr Glenbrook, NV",5.5368,0.00,2.9843352,0.00,0.454,0.232,0.000,0.000
103367592,"EAGLE ROCK CK NR STATELINE, NV",1.6227,0.00,0.8746353,0.00,0.218,0.000,0.033,0.000
10336760,"EDGEWOOD CK AT STATELINE, NV",14.5701,0.03,6.803750059,0.00,2.788,0.693,4.862,0.000
10336770,"TROUT CK AT USFS RD 12N01 NR MEYERS, CA",19.0818,0.00,10.13936249,0.00,0.157,0.083,0.028,0.000
10336775,"TROUT CK AT PIONEER TRAIL NR SOUTH LAKE TAHOE, CA",60.1884,0.00,32.314526,0.00,0.853,0.192,0.731,0.000
10336780,TROUT C NR TAHOE VALLEY CA,95.1021,0.00,50.79592414,0.00,0.935,0.249,0.867,0.000
10337500,TRUCKEE R A TAHOE CITY CA,1312.217,926.10,705.4117732,1.31,1.259,0.422,1.506,0.006
10338000,TRUCKEE R NR TRUCKEE CA,1432.165,926.10,742.8886187,1.25,1.254,0.435,1.460,0.005
10338001,TRUCKEE-CARSON TRUCKEE R NR TRUCKEE CA,1430.679,926.10,742.5338464,1.25,1.254,0.435,1.461,0.005
10338500,DONNER C A DONNER LK NR TRUCKEE CA,37.9008,12.70,11.62384562,1.09,2.493,0.967,4.039,0.000
10338700,DONNER C AT HWY 89 NR TRUCKEE CA,75.9195,12.70,23.5703172,0.54,2.180,0.698,3.370,0.088
10339400,MARTIS C NR TRUCKEE CA,102.8826,25.38,31.32435657,0.81,1.287,0.513,1.558,0.000
10340500,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,138.3831,50.92,41.55038375,1.23,2.042,0.386,1.726,0.212
10342000,LITTLE TRUCKEE R NR HOBART MILLS CA,95.0427,0.00,29.55616025,0.00,1.000,0.401,0.280,0.000
10343000,INDEPENDENCE C NR TRUCKEE CA,21.4002,22.81,6.461268225,3.53,0.591,0.094,0.040,0.000
10343500,SAGEHEN C NR TRUCKEE CA,27.6027,0.00,8.2532073,0.00,1.163,0.500,0.117,0.000
10344400,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,377.4933,368.17,114.7924283,3.21,1.154,0.461,0.248,0.000
10344500,LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA,445.842,418.57,135.2286937,3.10,1.271,0.498,0.300,0.000
10346000,TRUCKEE R A FARAD CA,2415.852,1433.66,1041.491675,1.38,1.371,0.466,1.432,0.030
10347310,"DOG CK AT VERDI, NV",56.3868,0.00,16.85253155,0.00,1.339,0.904,0.459,0.000
10347460,"TRUCKEE RV NR MOGUL, NV",2606.857,1433.71,1098.690904,1.30,1.364,0.491,1.447,0.042
10347600,"HUNTER CK NR RENO, NV",29.2365,0.00,8.7417135,0.00,0.085,0.000,0.019,0.000
10348000,"TRUCKEE R AT RENO,NV",2723.68,1434.12,1133.621219,1.27,1.456,0.558,2.084,0.217
10348200,"TRUCKEE R NR SPARKS, NV",2762.546,1435.27,1144.919233,1.25,1.483,0.577,2.344,0.266
10348460,"FRANKTOWN C NR CARSON CITY, NV",8.5095,0.25,2.574214802,0.10,1.369,1.169,0.087,0.000
